,Q1,Q3,Q4,message,length,message_2,colour_green,colour_blue
1212,Green,46,"a{4,]gV94&HKo[x>-s7^>[FF~%m@)aFUK4rHMTf7szTWeR;K0|v*&)-{tU! mUy_k~/)L0M#S_84",1,76,0,1,0
1213,Green,58,",""cLCjU*^;i$djyurQ:']{qDZa6Rng_B}Aer8j~",2,39,1,1,0
1214,Green,71,"'mHE}c'(AV{;o-pgQna$;nuAU]DrwF~Kk0O1XP>*v+,/>BJID7D%l6e\;",1,57,0,1,0
1215,Blue,12,"u[u'\bG5'n?f6Or&S5Y'DUOMBZcAZ`bfW`Q,XO')T`)wN}'`ew?DL=@bS.",1,58,0,0,1
1216,Red,44,",.p4/8-W.W:&Hr| c4}2]7Dzcsql{cq%TIB3l\/$ANh%gUNr9QsO}SA00cf*&rv4u5Qz&q9d6Vk&HKzgoZ:=BAu/2mcelq""X4i'pE,}0uz$Hgy~@<7Jl'z3togHx5tB9U",1,129,0,0,0
1217,Green,3,@%kBdIwf?\%oV@1>d,2,17,1,1,0
1218,Blue,29,"ev`m|T;)Q}V\OH(&sxKq]dk1&7&RTumVB+""{(jHle2'}-X`?[uf.2L?X+uJ[I@5Ug~^V~YyI})qj5gXG",2,80,1,0,1
1219,Green,61,xKEs.@uuY+4Et0MH{%{Z!Ha3\KFC]F209BY?:9eI1.f4N%ZgEKjTpe.~jJS9&,1,61,0,1,0
1220,Blue,42,"3I[5!\fv?iH!""@2su[nl{yY8sH`=2THsEcnI8|IN{H'%^X%Ic?",1,50,0,0,1
1221,Green,58,VJ>[nrZ{O]G)scUuDAA}^N)Jy6uOaR{l2Lxg7&=u=KSk/@|$HgV4. A,1,55,0,1,0
1222,Red,36,"I<(m0WTC,<6licU.sgOSS3:$-E)'8kjYf|}x+Jz:%fG#5C/AO W}`YJi^;Q];7t""wV",1,66,0,0,0
1223,Green,45,"KmA""7`gEB[koh'AF#4yM!12io745It.%;A>xkm47YJ^F8UBrFc85<1g@PE~'?l[f:-",2,66,1,1,0
1224,Red,103,gy0bJ -zyb`a H8y!4<Z]x*%$^q[BjoS?ijq$<?L,2,40,1,0,0
1225,Green,47,"Q'6rQ,Pqfu8oh$BJx<Y\BvoFc&;E[(aW?Z1t;{@lohtT\!:m2fL<nltId+*u6LG",2,63,1,1,0
1226,Blue,9,"~c~s*MV><Ql1;A=3.yFCCc)~F]*l{U*4.:IU[wei""D/GEefwN2f#r)>Oq)CQ<-A`C,ZqVqcE}]:d`YsE<W?gl7CJXLJUA'B:Egj",2,99,1,0,1
1227,Blue,25,"fKub9E$=_gbETgc3ZF=)Z`l:t(wfCk$+mL9~>6`,>eH3gFpy#B#j4>4e:V2rL9^xG.v;`k r",2,72,1,0,1
1228,Blue,9,"$qb1|QCPx59'NDagP*05f-dMS^Vr h%0[v&^;p-'xPWqdgLf1+:c|~Aq,$""",1,59,0,0,1
1229,Red,105, BTns8I4bHwwAnh,2,15,1,0,0
1230,Red,98,lG24S?OwHedjq>P JziH&=qUIq'#i+,2,30,1,0,0
1231,Green,48,"_HhYSw` BPhajeZXbMb\waBz""~eVSLVR^fLvl|UALqM^Po&\O~cKucsr<. hEK2r""<",1,66,0,1,0
1232,Red,47,"4iqR/kffNnv<epygH3XoF!%qr^7r,q+Fq/`e&O6.XuC\(HGKC!WWC=o^Ln=.P_M OU""*6iaQ),&3v(HTet[tK&2@""1",1,90,0,0,0
1233,Red,100,"""?K7vX(U9R&13",2,13,1,0,0
1234,Green,78,>4XMgwX1KO+^7t#yjg(y)Ej/mo!K8u1Y'F/4u=1d(-e!IP_R2rSBBXfk]#F+PZ;5:88`~,1,69,0,1,0
1235,Green,50,hvv5:;v-)'D^W$c)]^nx%N-Mkn%mU p ^?gYU!!0s=w?Eq}UH,2,49,1,1,0
1236,Blue,23,"+&|8?73ya^QF=6DWSL,lLevzTg:-,$TBci!^w^ 4t^`+'v|L,h1t2""=bxkz",1,59,0,0,1
1237,Blue,5,"'%iGH+TGJF{H {kP/lXwr_v}(m&k9gp-Xv>S0hSO(a)Kd]abc?GFf/Vz.}""Og#L2vW}9n%Rk,hY& #=+l057eMek4""3",2,91,1,0,1
1238,Red,75,uCo17C]2'jf1$Jp8Zfix#Eh]V%n-#nKJh\!%tYGDCjUg##,2,46,1,0,0
1239,Green,50,"=VG!+lp-4e~(4@%XbdUI3,igmc3vQt",2,30,1,1,0
1240,Blue,6,"$I]2TG#HaYRn%3=vBQ=8u(!$uPfFrp^5""'Sgu)BZG""R<L1Pnkty+.PBN];<FPG4d6STJ=XajX]Fa""44g37FKo>+TxQ8Frgy",2,95,1,0,1
1241,Blue,34,"E6,z+Akz/B}'/Lb+7\q^v{lkoA5wChRl1+psipz~ g1ezH3""{5^!xHcV6",1,57,0,0,1
1242,Red,89,f5XgwAjcuKN`,2,12,1,0,0
1243,Red,86,2@HmoK1@B.9e'n,2,14,1,0,0
1244,Green,57,JMtp*R;8R#^L(i /_b#FtN-U]ZZIaq{5@7VSBz,2,38,1,1,0
1245,Green,35,Ir@Q5&ht)a)t*yItz[g'A7}@zXBsC?G?5x,2,34,1,1,0
1246,Green,33,"9:]sV'U2])""G@G2GY)4IgsEYosUlU~;1a$7SEBv?,~*<(#dK!i&iX^""Cwy",2,58,1,1,0
1247,Red,85,"(w6C.;xZ2RW!\6e,Tbd",2,19,1,0,0
1248,Red,30,!;Cts41=b;Hm7JN{}{rr-'G[(2u(:822zAz--pnPgak2<^~@Jk0Oed9$bRQKdUw$T`,1,66,0,0,0
1249,Green,59,"e)sB/D[xr^Wc}jK,RrM(g[7TQ&cUUA4>`KYlJ*g&p&&0#[~m*X chF'p#P2Y""nx,2B""{$>b",1,71,0,1,0
1250,Blue,7,"FF'1>XA450B=Fpk9|cOQ{IL#_$OyK!|hHn%bA.<u ""*LAx}Y!b+)#s))fbvA'rF=C""""}M'D/i)){>.%DFi#qFuJxvO<*Ekv?u(wZM.[$M,-6~",2,109,1,0,1
1251,Blue,13,"M'@dozrp`hh""U}neV8>L$On6$_ZwSX*Xis]<[>Y-NFMNvcN}@t)K&j=o,1@`0u*i>@UMEVyXi?Gj .u#5t$1 <-=:$>ts(x:?w|$7=2qjus",2,107,1,0,1
1252,Red,110,k0fxe>nDY?GXR8d3%)7.4h952*kFe,2,29,1,0,0
1253,Green,22,"R!""Gkb*N&V\NBj8o1Yr[_I7AZZS",2,27,1,1,0
1254,Blue,56,"xhCWRQW-j(\loM%qA4],KWD^M6`re~R_xoBr|*I78~Mc18&Fqy+MdJ:n>uH3]c<y(# }AsP",1,71,0,0,1
1255,Red,80, P`q/,2,5,1,0,0
1256,Blue,45,"`{Rt{zsBk5H~&Dlh4p-Y<""""ls2!`>k~t^'w1Ryb]>a3*fwHcpGTPP-H3i6(*GtYAJkU5z",1,69,0,0,1
1257,Blue,31,wJV9J+mba(6^9C.!0VoKI'zgjAg4n4;yCizuCCFM;hc;e=]5z-$ENkEs;qs3923*EQe6!_squ^ca)DIR,2,80,1,0,1
1258,Blue,39,"-r*""q;Nf<X%#vp""E%-`SLt!pa$1_gvv`NGsvAA#E`lR0l,Yg=gh9El\b?0@'TZggTAQgj%V{a3=|]}]`",1,80,0,0,1
1259,Blue,16,"=5)a^#Tvxp+G#+4gLpD<`f'Kk|x7S~$e|*okSx`GT%-s.'X4T6X-Irc* T(n[P8W`{te(96aORF}?""aYu`A.;O8$(5]oAF",2,94,1,0,1
1260,Green,68,"EKE%B+)Q()~\g>{;q':E*@y}q}YI\]@ZV=QMl^Nk!}]/E4W0itP-x):9@H<ykdbBVeY#/r},3p",2,74,1,1,0
1261,Red,74,"W8=n&]}1Sb\?1(o.CDENEG%*tl\T@9QT]9 c9}'gAhTw?ZB\7],cKLkw.goxQ` _v,my#!Rq""cw/;""?w0h(/81M""|sA=gZx",1,95,0,0,0
1262,Green,63,"z6Zvu/dX!#:gZJ&jpm!rRHZ"""",>8NF(jtE,k4?zV-$-f,j]H|>8!*wO4f6[<9),Gysq6|Mx_v@9<>{Zgtz+Je/t:xMDDc",1,93,0,1,0
1263,Green,53,"68^hz[qlRyl)am,1gC,~R+-*:Zx0z&^xTwth~i??s72rb,(<l!zGz>SH/=c}$[[J|",1,65,0,1,0
1264,Blue,27,"Vek8UY%m/!}*Vh-xCin|kDT-!2'vZ;[aukG.thb&ZhC-qM""1^Y)Bw.D]^D];XhP'e \G9:*AiP|qyma^6D_@H[q#yyZ/.u<",2,95,1,0,1
1265,Green,52,"lR!d8]TJtBA,=KqIdIY*.fV%WzXqWEF!.+H'%+Bd nr.7kS#2Jw6xt$#Scy'A%FyjR}8SQ""~8/Yr",1,76,0,1,0
1266,Red,22,"^A;.x$=4]!eC&G+7*VW\3va7MjuHa@N;qA`Q]0N~[<7F-WdM^WaB39],WV}9|u^S8$WA2O21@v",1,74,0,0,0
1267,Blue,28,/T:JvI[*Ew#QXC|c7+$?%qR:Mr]I0 jWU`m]-wgfP#nNjC3_B\4%K0#&WGhv-9)T(O}1 i}S8U@Sj)oz,1,80,0,0,1
1268,Blue,9,"AX++lGNj7VUg}6ze+ZE|teews<$>[A""oA8#Z4:~,]<B{E@huQsLbrBrL56cj",1,60,0,0,1
1269,Blue,10,"/?.9=]e)&r X=jDc6r-@?CoaNo*^Q$'p~1pdPOzKZwH{{R(:'N,N>(KM0HM%:aKEX 1em+2e9LjE""m[",2,79,1,0,1
1270,Blue,40,"<\vY$z_E]#(bGrM#Af,^^9$kjzD235gpV|(]r(fV2_~0{cKpo({Guj5bGbM4M~FJu1",1,66,0,0,1
1271,Green,29,"}31Dgs\ii6OJ|-zoIqk=Vrhb1e""E Q.E'{)\_pQ|ia<YBPR78'C7cU3(q.Inff3DBZ;W""",1,69,0,1,0
1272,Red,89,"m**4R]hO0ojCj]HH];C0{r8,|kDhIs$leu_L>^_}^^ Q(Qo}ol[",1,51,0,0,0
1273,Blue,46,"]!Q>l]Vhe =%rTgVb7'wL%Sl_L}AcxhAlRjDDCDMG1V}K[,eCc""%^aC!&l.!XpzF]qcmS""**YOZV~2}^}d/'I~hFM",1,89,0,0,1
1274,Blue,36,"eKz*@3-#~ uC#a{a3js|5Z2h/.KibFr}#6VVlUlC""",1,41,0,0,1
1275,Green,52,o71z6!hF5eVDg$9'z0 7XCq6AlE2pJ^Ix;cG-\B{#&q)R&C/Is.38,1,53,0,1,0
1276,Green,52,"B-k 6BxJ=.:-:[F$!THA6(TBdsW-`5HQ,*}]oe2aG/WMH)xvE\]$DY",2,54,1,1,0
1277,Blue,54,"8 o.3r?2nU!vk=$~/y,;Ix~Hd""=H{7WJ~IyeHW?UMy]8&JC#fr5TjFIu0JLT=+zGrM~0""SfWz^Sh4Z;$Ljs1~Ub_",1,88,0,0,1
1278,Blue,37,"!875u--gSm&>!JRq>57|ViOYdxIA3/z{K1=h A&xsvfJasehnbqW* M,ClYz}?FQg)3dY$WNn%eyXbQ)E*wS>"")5Z2bY}N}h4hd",2,99,1,0,1
1279,Green,55,"8),I-tfdS ,CX 7V<k=NeW<<%YDr""@.:K>BTpUbqaP#_Qb6[{fvk\|D*-Qe<xzwWRzoL5bkF~9MWo)",1,78,0,1,0
1280,Blue,-7,"*o>//I[_ADlG.Sp{bj;U$R[Dl-wW)?4xD~ebjINxQw}PKc V]r}~<o.(Cms7;]6b]evjMo=uc;,;.~IHW?^C X\S0",2,89,1,0,1
1281,Green,42,"^UGoi3t/X#=_y\tE!OK_-&b*^~9P%Lve8AKQmCN5>)I7v-]ms06 #} +""Dx]*MNe5%9X^x@V0rpW/^",1,78,0,1,0
1282,Green,87,"6$\wK5j_xFE\cbaB^sJEgc""Av(>lEFt#&#d5Ow|<=B$ia2Zz|m5mP#n.iV5rcBNG",1,64,0,1,0
1283,Red,55,"*Z')w*7c^7c_9y1tr)Od_f!Git>Z5-7bxD,vBdw;u[JCIl.RAE,^xV<5W[b-Nb}BtAuO*lj>&2G2nC7DPqQuVOM",1,87,0,0,0
1284,Green,40,\IOcQ!cN aT!Q_mc:OCco72m$)>klmOGled\$7IrB;t`PdLX|XzhKL@#.{NE'^8;g,1,65,0,1,0
1285,Red,43,"5,^Ac~v7\u=IA5z3gMHCUnB_-;Sk)|X3(r|nDtj69JKoR$|V!WqAw=j,ktUgKT?7URl<U#}zXW^en""_;zd.bk`A3\\%;iQ:a0XHtqz'",1,103,0,0,0
1286,Red,61,K$T`z?YvGW7qU|j?P_E0umRVeK~{HL)P9x1%7rx9xU{-dkJ^.%%3{KL+6A/O1o2tJ,1,65,0,0,0
1287,Red,56,2U|k*uS$2_*O`W]CaBg{P'yr}N/!?}(i>;R[#lXR$|]j1bFY3\mTXjQ,1,55,0,0,0
1288,Green,26,"5UlHcRtzRK|YMr&>iU]j;q3LUme>$G)2SjO1-""8",2,39,1,1,0
1289,Green,73,eXi]gLT{SHr9Ud3`iq:X2p1r8;z^>G7m]>4h0!|'9R{:)'HU+x|6mpY./@zh?E 5 <,2,66,1,1,0
1290,Blue,4,"TF9i+<7FV]B$dp""c]s3aZ|FFdq""aGK||lxzo%28!Yd\+,fLeI._RG9SQ(@^=1`UP;)hAP""U#/",1,73,0,0,1
1291,Blue,16,"HX{\!#^VdEaVSQ4O_sv=4<zP '`9I K}k8CT%:5MzgzA3IT*b\z3HI*F1TGB8%*LWb0<Z/?DyO,%|dOwt^1GgnU",2,87,1,0,1
1292,Red,84,Sbj1V9>9.=@VT+wB7]mmn.PQ#4:&7X4,2,31,1,0,0
1293,Red,93,"e,Q{9x/eI7h%\&t(gE4N0",2,21,1,0,0
1294,Red,76,";h3>kC;TEJQ?""s(>`&*$5b&!YT+d!)M,-mNr*eM5rv&>9Q72O_V",1,51,0,0,0
1295,Blue,-4,"kNDRg:^at*jWY%!Tklw~#fh0-n>Y?]esdu476Yu/,|JW&_>a2h(d9_mgJUZ[okq+""E7L}",2,69,1,0,1
1296,Green,74,"9[],\*^Iaz>[?kTp8Y,+IlVNt_\v=R06Q[nSj[2y1/;fgd:`>M>mri^|aG'&i$Z$m'?ofRCN""nsnl""9>&s<NRWyH=",2,89,1,1,0
1297,Blue,51,"f^\Ji$:'Rv>SE+[,I!GV1\F&kJ bNo*uu_?&{~Kq7HHBU^y=0e""W H0fM+Q'0{X,Si)wAP0$(0>m=?SL4i11My7`<K|",1,91,0,0,1
1298,Blue,52,"`yNp<*,gDY,oj\M$V664VEg_A9lX<z!N4/v<[WI >xsG8F{@d-mkPx'jK]fRrw.^qOtdaO""3uOiX8""=\tp[xwA>b?Ijil\\]`",1,97,0,0,1
1299,Green,62,dJW%[=^)QwYjZQsuR\8%5Rdd2ey-aVN_h`!/Wi5H[@2l-~Q!PhEUWS0^,1,56,0,1,0
1300,Blue,12,"""V]d,Z]f)0Ha{L=meC&CU26^Q`f$t<-&Np~RQW_]oS$+Pi06&pcS|0#t,oCbG^7Y$B",2,66,1,0,1
1301,Blue,14,"=\X:p<H[C-[ I)""f_0 = $4~2cJ;B""TP!aCl%{Q*Y#@?V-*N>$.doH <2!f_b086]K!gL*4-k7zx~8K-B.1aUluKs-h{6<m",2,95,1,0,1
1302,Blue,23,"TX(e$=B]o|:1i, =rO-|-\lag1O<VFrc+cFFbLUQqsi?k~`B)Fl313(@)vn6pJ3{|.Gk`MQ%S<zlvoWV:2+Hm%BS",2,88,1,0,1
1303,Red,32,"N<!Kj!#Ong@88h$' V9itX$i{~M~4"" MO*oC.Nj8rR;Tg""48_7NDCTQ&ZKEf0;v|5<|EJ6""y0vU%rd'0g4;e~Pc(LNmv<fS>[#^B3T",1,102,0,0,0
1304,Blue,39,"xA|W|vs$FsOX`Q:l{t@[Phh3V"">+dVgxVr0@`X[V^v/{!DrX-c(dES]~kp7,+i'xz6ERmPI"")Z9&g/*CeC>c",2,84,1,0,1
1305,Red,64,"1*||T9Zls5uw6CYzqAIW1XYT`lUKC?<Z'Jp?2a\di($M""K6sBp5KuO:]hR\n]y]Y{vf0#:W+&k,cJ'*eST",1,82,0,0,0
1306,Blue,41,"6wRvs?q{=s  k""Bs.JeCsgSQJEQql-P[H 9eiPA0ZN;#:nWL[>mkawR/ZdT&rV `h]p5TA65=@BE,P3Nv""bBhA",1,86,0,0,1
1307,Blue,18,"{lmAw.0Bd(\\Y]gwa2s?+x$yi8~w.,|Kp4Q=aq{5l'6eRYg^plz/E:Kyj4^N;d#:'3J,ty2*,  c$P0CH-Lx:8&^_5z@$9N<hj%",2,99,1,0,1
1308,Green,64,",(dC9]x7IAw.Qr{ksy J?+x{~JD-aloy r>6jEGyq/!}M xE<*!@$4n^pM'EsT|C,,9",1,67,0,1,0
1309,Green,43,sJ#J.{7D#OK<|'?O_:6G:ONXV^#w}6xYVw;_.sC7/Yc,2,43,1,1,0
1310,Red,76,($xRRgD|p0?u35}OVg(O{rx[,2,24,1,0,0
1311,Red,87,"f~[&-""jXLF*<_2B3]EL8RS9)z]ERp`c7!mg""4QlC*AM",2,43,1,0,0
1312,Red,92,"A=n!HASW-}cZP3b0o*hj0""u'jJ$t%!B",2,31,1,0,0
1313,Blue,30,o.1'/0Icc9^g?=Qh&9Io/.tBoIEkj[9rH;(~(k{nC5(x*UcSQv]VPg{hnu,1,58,0,0,1
1314,Blue,43,"&o:uQMJ{V,TcO\-""rIf`wyB4\FNfdv=K{Rx1A<9IxF~z0W9FD}aozyH[,(""h$p^;a9@_&fM:h&74fA[g/T/",1,83,0,0,1
1315,Red,81,"*yhdg~3$1*e"",>SEv O[dRUCw5@e#'6RSya)-Fx.",2,40,1,0,0
1316,Green,38,}/TC{p#e*yiaTbJ i<<SCoMXJ2pTeFHaw-U_4y/d+|Ciq!5x.LeV.dSsC_WmbbRJ,1,64,0,1,0
1317,Blue,11,"$9%.huDvt8pFYDr/s{tzb-TiR""Pxg+sWwHh6O;tA-f'MVeP;y^W=lYUz^ <#hgAfOyJ8mn-`q*@eqG\2h^ht&ofv`vd:i",2,93,1,0,1
1318,Blue,19,"GCqp1~""u(f&t53EmbVEoJt' 1FF""BA`n^""0<MhM/G|EB?P _Esr,r2N?Km\`>+WR_bEN>+8daCe?U!jW$+9$c|",2,86,1,0,1
1319,Green,28,"`z59?/nN75x7~4aa4.4?GbMqH""]OR\""LnqKOZ]XH8#CW+N5}.Sn=tC;XmX+>`aF`#F`Up,}U8",2,73,1,1,0
1320,Green,41,"fq%bEfImOrw-~TO;F jv7IoY !/Sf#,YQR.D79j.c-]/.:X]",2,48,1,1,0
1321,Red,28,"TLRnnD%)OS$)d _+>ZaOq8hvg9G9-[T\SZ2lD*!NftbQq\$(sz""{c5L`~&Wr,)-IFI?I$v_x#K/4+oGB1d?^",1,84,0,0,0
1322,Blue,4,"Q.AtIt?6E27 >h]=fSRv:5@#|0hs   Pn""zEajRR@|<tc]?@{/sD4k9Syp&l=<zr<yfo:DRX(1{=<kG3M)Gw",2,84,1,0,1
1323,Red,96,ys:TJzs)=U`lPrV{wN8_,2,20,1,0,0
1324,Red,85,zg(4O1i8,2,8,1,0,0
1325,Red,76,q<XhXD|@Qj,2,10,1,0,0
1326,Blue,22,"T5""v{""D8OgHV{NzY`qS`R{D8.kH_oYP}%2XXWB+yrjOx'ZV^M*%CqZ}BwG=o$nX kW4Ez-8-{8Yrd-O@wCXjIM9$A 7WP@+bpf;eB",2,101,1,0,1
1327,Red,85,"HtPxy1f0ldq:ypeU*Ugw{UlR7lA5Z'$yTKu,y,x,Z 'c[85vhV[d:du9",1,56,0,0,0
1328,Blue,46,"[,5gTINZfQvrsn6o&l}Rc,'Q4an2q3R",1,31,0,0,1
1329,Red,72,coQAegF&T7*<bB\l2:U`,2,20,1,0,0
1330,Red,87,"eNpl3U.=9/A[syzNSl617nRhh-/Kx""Jf6bL]~BqXOx*9dC$8rn|nkj[%=+v/)h-%SF@0Ecm",1,71,0,0,0
1331,Blue,-4,"-*!f[!KG|W5f~Zb5p<n3#eV6RD#7sIUz2QR""KmLe.Yw,U*d;z8nud+J4:}32QlEFTq0A#1 {3>J.Nj<vr>@tkc7:j)_QB|ZuFnjA!k0_W;lSS5t-EfIG",2,116,1,0,1
1332,Red,63,fyfLX^@(^*@cDxj@9E$'LateA7Z)B>vo7t=_$XwkqG7/)+6l$,1,49,0,0,0
1333,Red,37,"86L;,Nwpz&x}* @<""@ q =~\5)#GR* KP0ax>&&9Q2[!>FyL!P",1,50,0,0,0
1334,Blue,15,"@LvFMt8{""1x!*%O* Ip99\nR1VZz<fkD|VF,K?on~]r?22dJ/L#G(_$Pk6gQ\-Y0l-&muQK*""&'pN08XA[8DsO)douyh5aDL4[*ehtHNgNXn'",2,109,1,0,1
1335,Blue,68,cSwVitZP^\O?\iRKA~VNQ@oH>(c<H{S)J9PVw]\BL!2H'Zar!^`XH_\K t-[S3R7%4Z=%@%sWdR,1,75,0,0,1
1336,Red,88,?k T~n[=kC~Q(JgYD5},2,19,1,0,0
1337,Green,48,"N)A!&,<1C-RRB!wRg|Lv!y{O)|OLmjZG5eiau""LR{19f+|Md~]8E[i|Q#;&|Z\:f4UA(9CXx",1,72,0,1,0
1338,Blue,-11,"[#&H[7P`7:WtXwWsO}T<Xj];\d8VO&$""?o'qVFfQ`6(""bVr3|F]pK`S}K?]6UO1^j9o{cc1Ek0h#GT",2,78,1,0,1
1339,Red,65,"W6y.Y|!,3eANz(--Y/lSH$*wozDa0|WxlF:0}3Eq=am<R'#GW5S8*TOStb#84%_wu2|z.krgwYwh*N)kS;@2H Y6u9",1,90,0,0,0
1340,Green,68,"A+Wtr}t3rauS<ia7(5|VUAjfuI967:~',y7M[",2,37,1,1,0
1341,Blue,-10,"qPT\[uw~o?+$2JvR!Mns/(kHKrQKDjaGlo#NC+.~Ku3g<H<$doGT~UZTA;47/#D k/nn7Weo[WKi#~kNj.cvIET7I\""Aq",2,93,1,0,1
1342,Red,100,A-W,2,3,1,0,0
1343,Green,18,eX`-;}-`.8Mfs^-LnZ [64o1+gq w!N86%-){~]MUcb3RG&Kq,2,49,1,1,0
1344,Blue,40,"+;1*uP,81%bIjk;Y(y@Kx%5s>(a&`-LrgZTrH#$a@CN1qj5VflO666$Wy;/y@papW",1,65,0,0,1
1345,Green,29,JG&[f_*FUn]m=K>R[B0?DcJN^cK>}uM\{4'INbEd1FoM.U,2,46,1,1,0
1346,Red,87,"1A|BSd!b1)^c|`wgQhd)""mPo vl^",2,28,1,0,0
1347,Blue,6,"$8'H cWj0\M|cWJ#tLd;Z9G4(W9jM+J]&ZN'e,8.o*2{,Le56oG#H1cS$Rol/$rk#X#z@s%JV1G`VU\Q_`(-QoeS#i1CggZ",2,95,1,0,1
1348,Red,59,"""k0c#xno2nz{""uz.?{G>DTQ(@.tHa?VI;'t(K#>A$E&|$IN]1m?+>hwK%F)R|._*A@EowPO$z_.ILON",1,79,0,0,0
1349,Green,40,""":vj""3:>o*`[rXh(D=mrKh:>lfal4u[nzXUh6guRhX,==g|t@pD",2,51,1,1,0
1350,Blue,35,"4Ww?nCI@*WB;VItx!!]rbd\\l$XK4@,K*C_*6[YVO1X~2gl'@C;yDqQ%@W Oi\{ASbiVm\'YK<M ;`EGq8U>ofzcDT &C-TE_&Td<cT3{q",2,106,1,0,1
1351,Red,40,~wC6VlKJLb9/WfA$C&WZc=zm&W7ZZ}IecFk@iuQ/e1P2us&f2LJi)c(n\ZtLqD.=u[}rcB]r^*Nta~{a{NJz&*N,1,87,0,0,0
1352,Blue,50,"Aj{/mE>xq4D+sTSm1mq*>/J7 f,bx=iorE9(jr[^^3\XLh+/SU2J)B-{:!|%[>nt? VtEm$kdq@sjvtJ8DV",1,83,0,0,1
1353,Blue,22,"!juTNs}eMS7L<6r03Yb&Y6)fx% ""A3ISr^TxZy`,7$-$,U5?QA#9qA!M!aTYy""XIZ(+N3|b>]-X]c",2,77,1,0,1
1354,Green,91,f {jRyMvO.IXCQ$#&o|C\ONB.\{^E}F)|&l@s2/p5*N8hmzcmKV6>RjYEC}IWYU/,1,64,0,1,0
1355,Red,95,q)e>&9B~6s6lI2?_uh>)YAz0;#s1ep,2,30,1,0,0
1356,Green,71,"3YmwadQMi9qBk<s@0zIGwJ.l%-St'@S!Xb`bHF)`D,Bu8$qz-y!CVls:e",2,57,1,1,0
1357,Red,89,"A@DNm|W,i9ALo&""dyIBKzMh,Ot",2,26,1,0,0
1358,Green,77,";L8?ZV#suW9@h_#iydy4,P@U7hK(n\lg8zxy<eJpwHc)PW8`L2\/?YrbAP3p\3h,OH)?kcgjCN",1,74,0,1,0
1359,Green,79,"""aSnc=E*(Gdi}u%;Vk+xyrdP#T(sZ_lCU=X+1M""S<p<[~0ks-:Tn_@<Z=72nX4`*rap0ur@K",1,72,0,1,0
1360,Green,47,@4c&38{*opzmJ~vX].8nnRR kBt+nN#${?d,2,35,1,1,0
1361,Red,84,:[utl]!:bn,2,10,1,0,0
1362,Blue,42,"v uGvq,PwYd|~=RAi~ oQg(1zvnw75mYsLQK%6joNrH:1#Kul|@ND([uecTh>[;G1|&kzkr}4X tDR;qYc",1,82,0,0,1
1363,Red,88,U)gC,2,4,1,0,0
1364,Green,35,"->-Qh,@6l,^c)DBU2{m;OH!EoEqHN!U7*:`x@X^S7}]>hE3@J4_;!$K",2,55,1,1,0
1365,Green,61,"BUU?l^f8`O)#z,)2y&vcrq3Vg&J;QZ|q@royY9[HG@&<D/yV{yuMqd=  <VVh@a2p*z)p4Ik.Cn""",2,76,1,1,0
1366,Blue,22,"!8&EfIyb{+K~u0,bLGayieSN}szp[{/y9\*G?8+^Sjao*q:+8pC0!,`p<Gi%6s7ZjT6HKHF3Z5wXGwV~C94z(u",2,86,1,0,1
1367,Blue,68,"0>.JR'et7 }:-Ffh+#!i#1Z??n<3kN""])ekNMuG|8jPB""& t 5#]}iYhwfh;%WUzO""SK4_L6B",1,73,0,0,1
1368,Green,68,"mTAC7;t]#^_;|'e@IOy0|^!Y8W;{|cASTeP=iu:ow!fRW_9Oi]nu$ M[-""]S:C4",1,63,0,1,0
1369,Red,76,='>xkYbZ'x?aXvz6(+?nv07q4k}JL(eJ|b;vw5%Kqo*=&@|,1,47,0,0,0
1370,Green,78,"u>O6M:eU|'UH2y8wh,hUM2=SUpGOJ:C}F`PoM2r5,'R@,Q)l,:w;kA5}O-%8k!#2_QH*j22~""-bDn",1,77,0,1,0
1371,Red,56,"MW6&&Wu/R+N0sK3VQw3 YXtu8i=OB<:Fi'>+?iN3^>F|%{f.#0E'0DgX=l5,Ki}CM|^cwX/>#4u&{om@)t?{GA%?q3=^",1,92,0,0,0
1372,Blue,87,"IM<,B8<kpQNYBQ>@; AZ|{Ib[elIC"" Z~+=3vxuQ>GY0N""P>&oB,TKS}/u*Z2",1,61,0,0,1
1373,Red,78,"q!S _2$eub[fd|R('.:g8I!I69.3wUZ({Q}%gj,9.0(|<|2kDL 5qXKzBe=V~.0UDVMPohx$|'Zpg:|YN$)}7W",1,86,0,0,0
1374,Blue,25,"rXQd`c1HX^NY!xlwRzA*?:M0Ux90(N""Tb*D[RanuU'f%[@eMMM5lWDeEcRfby`RkFi4CX$QFsd$v9m#N8|S\E",2,85,1,0,1
1375,Blue,33,AC#BbGP9MTLSqc&^O{e8-3jg~$)t0PA+a-\J;=$]mV;Rz\F_.118je(HF:!yvR~n=+N7c<E v_hr~<CGu93;8/r8=@Eq,1,92,0,0,1
1376,Red,52,"ha(a2%W+j2?|""LSUQ[cYZ;c_3uk0vl2RoFdHlQCg/M<vLWB$VhW<",1,52,0,0,0
1377,Red,78,D}d*-DTSv,2,9,1,0,0
1378,Blue,10,C2Nq(d23B#-+et8 jf(^N=FhcdN<|:]HGg#t]UPIqJ=&l0glSuhU2uq?-$f3Gz?HoWr#k;DtD_X5E>Tl'Cjhi6H&:,2,89,1,0,1
